SID;NAME;type_tempete;Pays;LAT;LON;intensite;ISO_TIME;population_touchee;accessibilite;Unnamed: 10;Unnamed: 11;source;pays_concerne
1990043S09206;PENI;cyclone;;-23.9;-154.5;5.0;16/02/1990;25000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Polynésie française
1990056S11125;VINCENT;cyclone;;-13.6;121.7;7.0;27/02/1990;50000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Australie
1990058S16075;EDISOANA;cyclone;;-24.1;61.6;7.0;06/03/1990;500000.0;0.4;;False;Météo-France Réunion - https://www.meteofrance.re/;Madagascar
1990060S15170;HILDA;cyclone;;-14.5;170.0;7.0;01/03/1990;30000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Samoa
1990073S13170;IVOR;cyclone;;-16.7;159.6;7.0;16/03/1990;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Îles Salomon
1990074S12115;ALEX;cyclone;;-15.8;103.4;7.0;19/03/1990;500000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Madagascar
1990076S12165;RAE;cyclone;;-13.2;167.9;7.0;20/03/1990;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Vanuatu
1990129N05138;MARIAN;typhon;;22.8;120.0;7.0;19/05/1990;500000.0;0.7;;False;Joint Typhoon Warning Center (JTWC) - https://www.metoc.navy.mil/jtwc/jtwc.html;Taïwan
1990130S03081;IKONJO;cyclone;;-3.3;80.0;5.0;09/05/1990;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Indonésie
1990154N11260;BORIS;ouragan;;13.1;-104.7;5.0;03/06/1990;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1990/BORIS.shtml;Mexique
1990163N08133;NATHAN;typhon;;14.9;122.3;7.0;14/06/1990;500000.0;0.4;;False;Joint Typhoon Warning Center (JTWC) - https://www.metoc.navy.mil/jtwc/jtwc.html;Philippines
1990180N09159;ROBYN;typhon;;34.9;128.8;7.0;11/07/1990;500000.0;0.8;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html (archives historiques);Japon
1990203N09318;ARTHUR;ouragan;;9.2;-47.4;5.0;23/07/1990;50000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1990/ARTHUR.shtml;Barbade
1990205N16141;STEVE;typhon;;31.2;155.5;7.0;31/07/1990;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1990206N34285;BERTHA;ouragan;;46.0;-60.0;5.0;02/08/1990;50000.0;0.7;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;Canada
1990208N18132;VERNON;typhon;;39.0;159.4;7.0;09/08/1990;500000.0;0.7;;False;Joint Typhoon Warning Center (JTWC) - https://www.metoc.navy.mil/jtwc/jtwc.html;Japon
1990216N13281;DIANA;ouragan;;22.2;-105.9;7.0;09/08/1990;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1990/DIANA.shtml;Mexique
1990216N29125;WINONA;typhon;;36.5;139.6;7.0;10/08/1990;500000.0;0.8;;False;Digital Typhoon - http://agora.ex.nii.ac.jp/digital-typhoon/summary/wnp/s/199021.html.en;Japon
1990224N09328;FRAN;ouragan;;8.5;-34.0;5.0;11/08/1990;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-atlantic.csv;Cap-Vert
1990228N15141;ZOLA;typhon;;27.6;135.6;7.0;21/08/1990;50000.0;0.4;;False;Japan Meteorological Agency (JMA) - Archives des typhons - https://www.jma.go.jp/jma/jma-eng/jma-center/rsmc-hp-pub-eg/RSMC_HP.htm;Japon
1990235N10152;ABE;typhon;;34.5;121.8;7.0;01/09/1990;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html (archives historiques);Japon
1990236N13314;GUSTAV;ouragan;;43.8;-48.0;5.0;02/09/1990;50000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;Canada
1990245N16149;DOT;typhon;;16.2;149.0;7.0;02/09/1990;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1990245N16149;Guam
1990247N07337;ISIDORE;ouragan;;45.7;-44.5;5.0;16/09/1990;50000.0;0.7;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;Canada
1990251N06171;FLO;typhon;;5.5;170.5;7.0;08/09/1990;20000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Îles Marshall
1990254N24114;DOT;typhon;;22.0;113.6;7.0;11/09/1990;500000.0;0.7;;False;Joint Typhoon Warning Center (JTWC) - https://www.metoc.navy.mil/jtwc/jtwc.html;Chine
1990261N12141;GENE;typhon;;33.6;135.3;7.0;30/09/1990;500000.0;0.8;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html;Japon
1990264N14328;JOSEPHINE;ouragan;;32.1;-39.3;5.0;05/10/1990;25000.0;0.7;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-atlantic.csv;Açores (Portugal)
1990270N13261;RACHEL;ouragan;;23.1;-110.1;7.0;02/10/1990;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-041923.txt;Mexique
1990271N13153;HATTIE;typhon;;30.9;130.8;7.0;07/10/1990;500000.0;0.6;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1990279N36316;LILI;ouragan;;31.3;-53.4;5.0;10/10/1990;5000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1990279N36316;Bermudes
1990287N13156;KYLE;typhon;;27.1;146.3;7.0;21/10/1990;50000.0;0.3;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1990289N10261;TRUDY;ouragan;;10.3;-99.4;5.0;16/10/1990;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Mexique
1990309N08167;PAGE;typhon;;23.2;129.0;7.0;28/11/1990;500000.0;0.7;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1990312N12121;NELL;typhon;;11.7;120.9;7.0;08/11/1990;500000.0;0.6;;False;Joint Typhoon Warning Center (JTWC) - https://www.metoc.navy.mil/jtwc/jtwc.html;Philippines
1990327S07175;SINA;cyclone;;-20.7;190.5;5.0;30/11/1990;50000.0;0.6;;False;Météo-France - https://www.meteofrance.nc/archives-cyclones;Nouvelle-Calédonie
1990347N05173;RUSS;typhon;;24.0;142.1;7.0;23/12/1990;50000.0;0.8;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html (archives historiques);Japon
1991053S21040;DEBRA;cyclone;;-32.1;37.5;5.0;03/03/1991;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Afrique du Sud
1991055S12142;KELVIN;cyclone;;-11.6;142.7;7.0;24/02/1991;15000.0;0.4;;False;Bureau of Meteorology (Australie) - https://www.bom.gov.au;Australie
1991080S06092;FATIMA;cyclone;;-26.6;82.3;5.0;01/04/1991;50000.0;0.7;;False;Météo-France La Réunion - https://www.meteofrance.re/;Maurice
1991105S12103;FIFI;cyclone;;-23.6;105.9;7.0;19/04/1991;50000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Australie
1991124N05152;WALT;typhon;;24.7;129.4;7.0;16/05/1991;50000.0;0.6;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1991124S08154;LISA;cyclone;;-18.9;166.8;7.0;12/05/1991;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Vanuatu
1991156S07084;GRITELLE;cyclone;;-15.9;67.2;5.0;15/06/1991;50000.0;0.7;;False;Météo-France La Réunion - https://www.meteofrance.re/;Maurice
1991181N26282;ANA;ouragan;;32.5;-77.4;5.0;03/07/1991;50000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1991/ANA.shtml;États-Unis
1991194N11147;AMY;typhon;;21.5;120.8;7.0;18/07/1991;500000.0;0.7;;False;Joint Typhoon Warning Center (JTWC) - https://www.metoc.navy.mil/jtwc/jtwc.html;Taïwan
1991196N06153;BRENDAN;typhon;;23.6;107.3;7.0;25/07/1991;500000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Vietnam
1991197N09248;ENRIQUE;typhon;;29.6;178.9;7.0;31/07/1991;50000.0;0.7;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Japon
1991200N05157;CAITLIN;typhon;;35.1;129.8;7.0;29/07/1991;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Corée du Sud
1991207N20105;BRENDAN;typhon;;20.3;106.0;7.0;26/07/1991;500000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Vietnam
1991219N25165;DOUG;typhon;;35.8;156.8;7.0;10/08/1991;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1991220N13258;HILDA;ouragan;;21.5;-115.7;5.0;11/08/1991;50000.0;0.6;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/archive/1991/HILDA.shtml;Mexique
1991228N26286;BOB;ouragan;;35.5;-74.9;7.0;19/08/1991;500000.0;0.8;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1991/BOB.shtml;États-Unis
1991239N20133;HARRY;typhon;;32.8;136.5;7.0;30/08/1991;500000.0;0.8;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1991243N05172;IVY;typhon;;5.0;171.9;7.0;31/08/1991;20000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Îles Marshall
1991248N27304;CLAUDETTE;ouragan;;33.4;-51.8;5.0;10/09/1991;65000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1991/CLAUDETTE.shtml;Bermudes
1991250N10334;DANNY;ouragan;;12.1;-40.5;7.0;09/09/1991;500000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1991/DANNY.shtml;Antilles (principalement Barbade, Sainte-Lucie, Saint-Vincent-et-les-Grenadines)
1991251N12138;KINNA;typhon;;18.0;138.0;7.0;10/09/1991;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1991252N24311;ERIKA;ouragan;;30.2;-52.6;5.0;09/09/1991;65000.0;0.7;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/archive/1991/ERIKA.shtml;Bermudes
1991256N13171;MIREILLE;typhon;;28.9;126.9;8.5;26/09/1991;500000.0;0.7;;False;Digital Typhoon - http://agora.ex.nii.ac.jp/digital-typhoon/summary/wnp/s/199125.html.en;Japon
1991256N14148;LUKE;typhon;;27.9;133.4;7.0;18/09/1991;500000.0;0.8;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1991257N16130;NAT;typhon;;19.2;125.5;7.0;15/09/1991;500000.0;0.4;;False;Joint Typhoon Warning Center (JTWC) - https://www.metoc.navy.mil/jtwc/jtwc.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Philippines
1991274N08164;PAT;typhon;;29.5;151.5;7.0;11/10/1991;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1991274N14149;ORCHID;typhon;;33.2;141.8;7.0;12/10/1991;500000.0;0.8;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1991288N19274;FABIAN;ouragan;;22.4;-81.8;7.0;16/10/1991;500000.0;0.6;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2021-050422.txt;Cuba
1991289N06156;RUTH;typhon;;24.2;127.7;7.0;31/10/1991;500000.0;0.7;;False;Digital Typhoon (National Institute of Informatics, Japon) - http://agora.ex.nii.ac.jp/digital-typhoon/summary/wnp/s/199128.html.en;Japon
1991299N27295;GRACE;ouragan;;31.5;-63.2;5.0;29/10/1991;65000.0;0.7;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/archive/1991/GRACE.shtml;Bermudes
1991307N06177;VERNE;typhon;;9.1;163.3;7.0;05/11/1991;20000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Îles Marshall
1991320N06171;YURI;typhon;;22.2;142.2;7.0;30/11/1991;50000.0;0.8;;False;Unisys Weather - Hurricane/Typhoon Archive - http://weather.unisys.com/hurricane/w_pacific/1991/YURI/track.dat;Japon
1991329N04181;ZELDA;typhon;;25.5;165.6;7.0;05/12/1991;5000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1991329N04181;Japon
1991338S08181;VAL;cyclone;;-23.7;-163.2;7.0;12/12/1991;50000.0;0.6;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Nouvelle-Calédonie
1991360S13058;BRYNA;cyclone;;-19.4;43.9;7.0;05/01/1992;500000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Madagascar
1992003N03176;AXEL;typhon;;18.3;141.5;5.0;14/01/1992;50000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html (archives historiques);Japon
1992027N05206;EKEKA;cyclone;;8.5;156.1;5.0;07/02/1992;15000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Îles Marshall
1992036S11212;CLIFF;cyclone;;-23.5;-135.9;5.0;08/02/1992;15000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Polynésie française
1992044S09181;DAMAN;cyclone;;-22.8;160.5;7.0;17/02/1992;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Fidji
1992055S13169;ESAU;cyclone;;-29.3;166.1;5.0;06/03/1992;15000.0;0.6;;False;Météo-France / IBTrACS - https://www.ncdc.noaa.gov/ibtracs/index.php?name=ibtracs-data;Nouvelle-Calédonie (France)
1992056S11102;HARRIET:HEATHER;cyclone;;-25.0;90.1;7.0;07/03/1992;50000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Australie
1992064S10184;FRAN;cyclone;;-26.4;161.1;7.0;18/03/1992;50000.0;0.6;;False;Météo-France - https://www.meteofrance.nc/historique-des-cyclones;Nouvelle-Calédonie
1992074S12185;GENE;cyclone;;-19.2;-162.3;7.0;17/03/1992;20000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Vanuatu
1992084S10212;HETTIE;cyclone;;-25.9;-139.7;5.0;28/03/1992;5000.0;0.3;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Polynésie française
1992088S23215;HETTIE;cyclone;;-25.5;-142.9;5.0;28/03/1992;15000.0;0.3;;False;Météo-France - https://www.meteofrance.fr/prevoir-le-temps/phenomenes-meteo/les-cyclones;Polynésie française
1992118S11179;INNIS;cyclone;;-18.9;172.1;5.0;01/05/1992;50000.0;0.6;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Fidji
1992172N07144;BOBBIE;typhon;;28.9;133.3;7.0;30/06/1992;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1992176N06145;DEANNA;typhon;;23.4;130.7;5.0;03/07/1992;50000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html (archives historiques);Japon
1992185N13265;DARBY;ouragan;;13.9;-103.5;5.0;04/07/1992;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2022-050423.txt;Mexique
1992188N07156;ELI;typhon;;11.3;143.1;7.0;08/07/1992;50000.0;0.4;;False;Joint Typhoon Warning Center (JTWC) - https://www.metoc.navy.mil/jtwc/jtwc.html;Philippines
1992197N11266;GEORGETTE;ouragan;;17.5;-139.4;5.0;24/07/1992;50000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1992/GEORGETTE.shtml;États-Unis (Hawaï)
1992206N25161;HELEN;typhon;;31.9;158.4;7.0;27/07/1992;50000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html (archives historiques);Japon
1992208N13246;HOWARD;ouragan;;15.5;-133.9;5.0;30/07/1992;5000.0;0.3;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1992/HOWARD.shtml;États-Unis (Hawaï, zones côtières)
1992212N05154;JANIS;typhon;;32.6;130.5;7.0;08/08/1992;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1992213N12256;JAVIER;ouragan;;16.0;-139.8;5.0;07/08/1992;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1992/JAVIER.shtml;Mexique
1992227N13130;LOIS;typhon;;31.6;146.2;5.0;20/08/1992;50000.0;0.7;;False;Unisys Weather - Hurricane/Tropical Data - http://weather.unisys.com/hurricane/w_pacific/1992/LOIS/track.dat;Japon
1992229N24162;NINA;typhon;;35.9;156.2;7.0;20/08/1992;50000.0;0.3;;False;Japan Meteorological Agency (JMA) - Archives des typhons - https://www.jma.go.jp/jma/jma-eng/jma-center/rsmc-hp-pub-eg/RSMC_HP.htm;Japon
1992230N11325;ANDREW;ouragan;;11.2;-37.4;9.0;17/08/1992;250000.0;0.7;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/data/tcr/AL041992_Andrew.pdf;États-Unis
1992233N16254;LESTER;ouragan;;30.0;-111.7;7.0;24/08/1992;50000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1992/LESTER.shtml;Mexique
1992237N14144;POLLY;typhon;;21.2;130.5;7.0;26/08/1992;500000.0;0.6;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?stormids=1992237N14144;Taïwan
1992241N13237;MADELINE;ouragan;;14.0;-127.9;7.0;28/08/1992;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/archive/1992/MADELINE.shtml;Mexique
1992242N13166;RYAN;typhon;;35.9;145.1;7.0;10/09/1992;50000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1992246N36121;POLLY;typhon;;35.9;120.8;7.0;01/09/1992;500000.0;0.7;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Chine
1992249N12229;INIKI;ouragan;;20.4;-159.9;8.0;11/09/1992;70000.0;0.7;;False;National Hurricane Center - https://www.nhc.noaa.gov/data/tcr/EP181992_Iniki.pdf;États-Unis (Hawaï)
1992259N11159;TED;typhon;;10.6;159.2;7.0;14/09/1992;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1992259N11159;Micronésie (États fédérés de Micronésie)
1992262N34301;BONNIE;ouragan;;36.3;-33.5;5.0;29/09/1992;50000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/hurdat/hurdat2-1851-2021-041923.txt;Açores (Portugal)
1992263N05175;VAL;typhon;;28.5;152.3;7.0;26/09/1992;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1992266N30327;CHARLEY;autre;;39.7;-25.4;5.0;27/09/1992;50000.0;0.7;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Portugal (Açores)
1992268N11193;WARD;typhon;;36.3;160.0;7.0;06/10/1992;500000.0;0.8;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1992277N16140;YVETTE;typhon;;32.0;148.7;7.0;18/10/1992;50000.0;0.3;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1992281N11263;WINIFRED;ouragan;;20.8;-103.1;7.0;10/10/1992;500000.0;0.6;;False;National Hurricane Center (NOAA) - https://www.nhc.noaa.gov/data/tcr/1992_Winifred.pdf;Mexique
1992289N08135;COLLEEN;typhon;;15.3;102.3;5.0;29/10/1992;500000.0;0.6;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Thaïlande
1992289N09171;BRIAN;typhon;;27.1;138.6;7.0;24/10/1992;500000.0;0.8;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Japon
1992290N11253;YOLANDA;typhon;;10.8;-107.2;7.0;15/10/1992;500000.0;0.4;;False;International Best Track Archive for Climate Stewardship (IBTrACS) - NOAA - https://www.ncdc.noaa.gov/ibtracs/;Philippines
1992297N26299;FRANCES;ouragan;;32.1;-57.4;7.0;24/10/1992;65000.0;0.7;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/tcr/AL071992_Frances.pdf;Bermudes
1992298N10188;DAN;typhon;;25.7;151.6;7.0;02/11/1992;50000.0;0.7;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Japon
1992302N06150;ELSIE;typhon;;23.3;134.5;7.0;06/11/1992;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1992314N08141;FORREST;typhon;;10.4;117.8;7.5;12/11/1992;500000.0;0.4;;False;National Hurricane Center / IBTrACS - https://www.ncei.noaa.gov/products/international-best-track-archive;Philippines
1992318N06182;GAY;typhon;;27.0;131.9;7.0;30/11/1992;500000.0;0.7;;False;Japan Meteorological Agency (JMA) - https://www.jma.go.jp/jma/indexe.html | International Best Track Archive for Climate Stewardship (IBTrACS) - https://www.ncdc.noaa.gov/ibtracs/;Japon
1992318N11160;HUNT;typhon;;21.6;140.2;7.0;20/11/1992;50000.0;0.7;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1992318N11160;Japon
1992338S04173;JONI;cyclone;;-24.3;183.6;7.0;12/12/1992;50000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Fidji
1992357S13143;NINA;cyclone;;-11.4;164.9;7.0;02/01/1993;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Îles Salomon
1992358S07161;KINA;cyclone;;-25.8;191.4;7.0;05/01/1993;150000.0;0.6;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?redirect=301ocm;Fidji
1993012S09074;COLINA;cyclone;;-25.2;55.4;5.0;20/01/1993;50000.0;0.6;;False;Météo-France / Firinga.com - https://www.firinga.com/cyclone-colina-1993;Maurice
1993034S14191;MICK;cyclone;;-29.6;178.5;5.0;09/02/1993;5000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/?storm=1993034S14191;Nouvelle-Zélande
1993043S11193;NISHA;cyclone;;-23.0;-154.4;5.0;14/02/1993;20000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Polynésie française
1993053S12161;POLLY;cyclone;;-23.9;164.6;7.0;01/03/1993;50000.0;0.6;;False;Météo-France - https://www.meteo.fr/temps/domtom/ Nouvelle-Calédonie / Archives cycloniques - https://www.meteo.nc/nouvelle-caledonie/observations/archives-cycloniques;Nouvelle-Calédonie
1993061S14042;IONIA;cyclone;;-23.4;48.7;7.0;05/03/1993;500000.0;0.4;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Madagascar
1993069S08164;ROGER;cyclone;;-22.9;165.6;5.0;21/03/1993;50000.0;0.6;;False;Météo-France - https://www.meteo.fr/temps/domtom/ Nouvelle-Calédonie / Archives cycloniques - https://www.meteo.nc/cyclones/archives;Nouvelle-Calédonie
1993083S12181;PREMA;cyclone;;-22.5;170.8;7.0;31/03/1993;50000.0;0.6;;False;Météo-France - https://www.meteofrance.nc/cyclones/passe/prema-1993;Nouvelle-Calédonie
1993131S04158;ADEL;cyclone;;-10.0;145.6;5.0;16/05/1993;50000.0;0.3;;False;NOAA Historical Hurricane Tracks - https://coast.noaa.gov/hurricanes/;Papouasie-Nouvelle-Guinée
1993169N21268;ARLENE;ouragan;;23.8;-94.1;5.0;19/06/1993;50000.0;0.6;;False;National Hurricane Center (NHC) - https://www.nhc.noaa.gov/data/tcr/AL021993_Arlene.pdf;Mexique
